id,existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification
894, no checking account,18, critical account/ other credits existing (not at this bank), radio/television,1169, unknown/ no savings account, 1 to 4 years,4," male, single", none,3, building society savings agreement/ life insurance,29, none, own,2, skilled employee / official,1, yes, yes,1
895, no checking account,36, delay in paying off in the past, car (used),8947, unknown/ no savings account, 4 to 7 years,3," male, single", none,2," car or other, not in attribute 6",31, stores, own,1, management/ self-employed/highly qualified employee/ officer,2, yes, yes,1
896, poor,21, existing credits paid back duly till now, radio/television,2606, little, less than 1 year,4," female, divorced/separated/married", none,4, building society savings agreement/ life insurance,28, none, rent,1, management/ self-employed/highly qualified employee/ officer,1, yes, yes,1
897, no checking account,12, critical account/ other credits existing (not at this bank), furniture/equipment,1592, rich, 4 to 7 years,3," female, divorced/separated/married", none,2, building society savings agreement/ life insurance,35, none, own,1, skilled employee / official,1, none, no,1
898, no checking account,15, existing credits paid back duly till now, furniture/equipment,2186, unknown/ no savings account, 4 to 7 years,1," female, divorced/separated/married", none,4, real estate,33," bank,", rent,1, unskilled - resident,1, none, yes,1
899, poor,18, existing credits paid back duly till now, furniture/equipment,4153, little, 1 to 4 years,2," male, single", co-applicant,3," car or other, not in attribute 6",42, none, own,1, skilled employee / official,1, none, yes,2
900, poor,16, critical account/ other credits existing (not at this bank), car (new),2625, little, more than 7 years,2," male, single", guarantor,4, building society savings agreement/ life insurance,43," bank,", rent,1, skilled employee / official,1, yes, yes,2
901, no checking account,20, critical account/ other credits existing (not at this bank), car (new),3485, unknown/ no savings account, less than 1 year,2," male, divorced/separated", none,4, real estate,44, none, own,2, skilled employee / official,1, yes, yes,1
902, no checking account,36, critical account/ other credits existing (not at this bank), car (used),10477, unknown/ no savings account, more than 7 years,2," male, single", none,4, unknown / no property,42, none, for free,2, skilled employee / official,1, none, yes,1
903, no checking account,15, existing credits paid back duly till now, radio/television,1386, unknown/ no savings account, 1 to 4 years,4," male, married/widowed", none,2, real estate,40, none, rent,1, skilled employee / official,1, yes, yes,1
904, no checking account,24, existing credits paid back duly till now, radio/television,1278, little, more than 7 years,4," male, single", none,1, real estate,36, none, own,1, management/ self-employed/highly qualified employee/ officer,1, yes, yes,1
905, poor,12, existing credits paid back duly till now, radio/television,1107, little, 1 to 4 years,2," male, single", none,2, real estate,20, none, rent,1, management/ self-employed/highly qualified employee/ officer,2, yes, yes,1
906, poor,21, existing credits paid back duly till now, car (new),3763, unknown/ no savings account, 4 to 7 years,2," male, single", co-applicant,2, real estate,24, none, own,1, unskilled - resident,1, none, no,1
907, little,36, existing credits paid back duly till now, education,3711, unknown/ no savings account, 1 to 4 years,2," male, married/widowed", none,2," car or other, not in attribute 6",27, none, own,1, skilled employee / official,1, none, yes,1
908, no checking account,15, delay in paying off in the past, car (used),3594, little, less than 1 year,1," female, divorced/separated/married", none,2, building society savings agreement/ life insurance,46, none, own,2, unskilled - resident,1, none, yes,1
909, little,9, existing credits paid back duly till now, car (new),3195, unknown/ no savings account, 1 to 4 years,1," female, divorced/separated/married", none,2, real estate,33, none, own,1, unskilled - resident,1, none, yes,1
910, no checking account,36, delay in paying off in the past, radio/television,4454, little, 1 to 4 years,4," female, divorced/separated/married", none,4, real estate,34, none, own,2, skilled employee / official,1, none, yes,1
911, little,24, critical account/ other credits existing (not at this bank), furniture/equipment,4736, little, less than 1 year,2," female, divorced/separated/married", none,4," car or other, not in attribute 6",25," bank,", own,1, unskilled - resident,1, none, yes,2
912, little,30, existing credits paid back duly till now, radio/television,2991, unknown/ no savings account, more than 7 years,2," female, divorced/separated/married", none,4," car or other, not in attribute 6",25, none, own,1, skilled employee / official,1, none, yes,1
913, no checking account,11, existing credits paid back duly till now, business,2142, rich, more than 7 years,1," male, divorced/separated", none,2, real estate,28, none, own,1, skilled employee / official,1, yes, yes,1
914, poor,24, all credits at this bank paid back duly, business,3161, little, 1 to 4 years,4," male, single", none,2, building society savings agreement/ life insurance,31, none, rent,1, skilled employee / official,1, yes, yes,2
915, little,48, no credits taken/ all credits paid back duly, others,18424, little, 1 to 4 years,1," female, divorced/separated/married", none,2, building society savings agreement/ life insurance,32," bank,", own,1, management/ self-employed/highly qualified employee/ officer,1, yes, no,2
916, no checking account,10, existing credits paid back duly till now, car (used),2848, moderate, 1 to 4 years,1," male, single", co-applicant,2, real estate,32, none, own,1, skilled employee / official,2, none, yes,1
917, poor,6, existing credits paid back duly till now, car (new),14896, little, more than 7 years,1," male, single", none,4, unknown / no property,68," bank,", own,1, management/ self-employed/highly qualified employee/ officer,1, yes, yes,2
918, poor,24, existing credits paid back duly till now, furniture/equipment,2359, moderate, unemployed,1," male, divorced/separated", none,1, building society savings agreement/ life insurance,33, none, own,1, skilled employee / official,1, none, yes,2
919, poor,24, existing credits paid back duly till now, furniture/equipment,3345, little, more than 7 years,4," male, single", none,2, building society savings agreement/ life insurance,39, none, rent,1, management/ self-employed/highly qualified employee/ officer,1, yes, yes,2
920, no checking account,18, critical account/ other credits existing (not at this bank), furniture/equipment,1817, little, 1 to 4 years,4," female, divorced/separated/married", none,2, unknown / no property,28, none, own,2, skilled employee / official,1, none, yes,1
921, no checking account,48, delay in paying off in the past, radio/television,12749, quite rich, 4 to 7 years,4," male, single", none,1," car or other, not in attribute 6",37, none, own,1, management/ self-employed/highly qualified employee/ officer,1, yes, yes,1
922, poor,9, existing credits paid back duly till now, radio/television,1366, little, less than 1 year,3," female, divorced/separated/married", none,4, building society savings agreement/ life insurance,22, none, rent,1, skilled employee / official,1, none, yes,2
923, little,12, existing credits paid back duly till now, car (new),2002, little, 4 to 7 years,3," male, single", none,4, building society savings agreement/ life insurance,30, none, rent,1, skilled employee / official,2, yes, yes,1
924, poor,24, all credits at this bank paid back duly, furniture/equipment,6872, little, less than 1 year,2," male, divorced/separated", none,1, building society savings agreement/ life insurance,55," bank,", own,1, skilled employee / official,1, yes, yes,2
